cellID,ArrayNum,ObjNum
1,1,1
2,1,2
3,2,1
4,2,2
5,2,3
6,3,1
7,3,2
8,3,3
9,4,1
10,4,2
11,4,3
12,5,1
13,5,2
14,6,1
15,6,2
16,7,1
17,7,2
18,7,3
19,8,1
20,8,2
21,9,1
22,9,2
23,10,1
24,10,2
25,11,1
26,11,2
27,11,3
28,12,1
29,12,2
30,12,3
31,12,4
32,13,1
33,14,1
34,14,2
35,14,3
36,15,1
37,15,2
38,15,3
39,15,4
40,15,5
41,16,1
42,16,2
43,16,3
44,17,1
45,17,2
46,17,3
47,17,4
48,18,1
49,18,2
